nome;caracteristicas;ano;data_registro
infiniti q50;excellent|6 cylinders|gas|automatic|sedan|white;2018;2021-04-30
nissan altima;like new|4 cylinders|gas|automatic|fwd|sedan|white;2008;2021-04-30
bmw x6;8 cylinders|gas|automatic;2012;2021-04-30
chevrolet s10 pickup;gas|automatic;1988;2021-04-30
nissan versa;gas|automatic|fwd|black;2020;2021-04-30
nissan frontier;gas|automatic|rwd|red;2020;2021-04-30
nissan murano;gas|automatic|fwd|blue;2019;2021-04-30
toyota venza;gas|automatic|red;2009;2021-04-30
dodge challenger r/t scat pack;good|other|other|rwd|coupe|black;2016;2021-04-30
ram 1500 quad cab big horn;good|6 cylinders|other|other|4wd|pickup|silver;2018;2021-04-30
ford f-250 super duty;gas|automatic|4wd|white;2012;2021-04-30
volkswagen passat tdi sel;excellent|diesel|automatic|black;2013;2021-04-30
ford explorer xlt;excellent|gas|automatic|blue;2016;2021-04-30
ford explorer xlt;excellent|gas|automatic|silver;2017;2021-04-30
volkswagen jetta tdi;excellent|diesel|automatic|grey;2014;2021-04-30
ford f450;fair|8 cylinders|diesel|manual|rwd|truck|white;1994;2021-04-30
chevrolet silverado 1500;8 cylinders|automatic|4wd|pickup|white;2016;2021-04-30
jeep wrangler unlimited;6 cylinders|gas|automatic|4wd|SUV|grey;2016;2021-04-30
toyota 4runner sr5 sport utility;good|6 cylinders|gas|other|4wd|other|silver;2018;2021-04-29
nissan frontier king cab sv;good|gas|other|fwd|pickup|red;2017;2021-04-29
subaru xv crosstrek premium;good|gas|other|hatchback|blue;2013;2021-04-29
nissan frontier crew cab pro-4x;good|6 cylinders|gas|other|4wd|pickup|white;2017;2021-04-29
buick regal premium ii sedan 4d;good|gas|other|fwd|sedan|white;2017;2021-04-29
toyota camry l sedan 4d;good|other|other|sedan|red;2019;2021-04-29
dodge charger;like new|6 cylinders|gas|automatic|rwd|sedan|silver;2016;2021-04-29
toyota solara;good|4 cylinders|gas|automatic|fwd|sedan|silver;2005;2021-04-29
acura mdx;6 cylinders|gas|automatic|SUV|blue;2005;2021-04-29
chevrolet silverado 1500;gas|automatic|4wd;2016;2021-04-29
chevrolet tahoe;like new|8 cylinders|gas|automatic|rwd|SUV|silver;2017;2021-04-29
infiniti ex35;good|6 cylinders|gas|automatic|rwd|wagon|black;2008;2021-04-29
toyota prius v hybrid;good|4 cylinders|gas|automatic|fwd|hatchback|white;2014;2021-04-29
nissan rogue sv;good|4 cylinders|gas|automatic|fwd|SUV|red;2014;2021-04-29
jeep liberty;6 cylinders|gas|automatic|4wd|SUV|red;2006;2021-04-29
chevrolet trailblazer;good|6 cylinders|gas|automatic|rwd|SUV|grey;2006;2021-04-29
toyota tundra;gas|automatic;2010;2021-04-29
chevrolet tahoe;gas|automatic|4wd|silver;2007;2021-04-29
buick lacrosse;6 cylinders|gas|automatic|fwd|sedan|blue;2006;2021-04-29
ram promaster 1500 cargo van;gas|automatic|white;2017;2021-04-29
volkswagen jetta;gas|automatic;2010;2021-04-29
hyundai elantra;4 cylinders|gas|automatic|rwd|sedan|white;2009;2021-04-29
subaru baja;excellent|4 cylinders|gas|automatic|4wd;2004;2021-04-29
chevrolet malibu;4 cylinders|gas|other|fwd|sedan|grey;2018;2021-04-29
dodge charger;excellent|8 cylinders|gas|automatic|rwd|sedan;2020;2021-04-29
chrysler 300m;6 cylinders|gas|automatic|fwd|sedan;1999;2021-04-29
ford f-350;diesel|automatic|4wd;2015;2021-04-29
nissan titan xd;excellent|8 cylinders|gas|automatic|4wd|truck|black;2021;2021-04-29
volkswagen jetta;excellent|5 cylinders|gas|automatic|fwd|sedan|silver;2011;2021-04-29
chevrolet silverado 2500hd;diesel|automatic|4wd;2013;2021-04-29
mercedes-benz c-class;4 cylinders|gas|automatic|sedan|silver;2015;2021-04-29
nissan altima 3.5 sl;excellent|6 cylinders|gas|automatic|fwd|sedan|brown;2005;2021-04-29
ford bronco ii;fair|6 cylinders|gas|manual|4wd|SUV|black;1988;2021-04-29
chevrolet silverado 2500 hd ltz;like new|8 cylinders|diesel|automatic|4wd|truck|black;2018;2021-04-29
kia sorento lx;good|4 cylinders|gas|automatic|fwd|SUV|red;2014;2021-04-29
ford f150 regular cab xl;excellent|6 cylinders|gas|automatic|rwd|pickup|white;2019;2021-04-29
nissan murano;gas|automatic|fwd|blue;2020;2021-04-29
infiniti q50;gas|automatic|white;2020;2021-04-29
toyota corolla;gas|automatic|fwd|white;2021;2021-04-29
toyota fj cruiser 4x4;good|6 cylinders|gas|automatic|4wd|SUV|yellow;2008;2021-04-29
mercedes-benz benz ml 450;excellent|6 cylinders|gas|automatic|4wd|SUV|silver;2015;2021-04-29
gmc 1500 yukon slt;good|8 cylinders|gas|automatic|rwd|SUV|white;2015;2021-04-29
ford explorer sport trac;gas|automatic|4wd;2010;2021-04-29
chevrolet silverado 1500;8 cylinders|gas|automatic|4wd|red;2019;2021-04-29
mercedes-benz s-class;8 cylinders|gas|automatic|sedan|black;2017;2021-04-29
pontiac firebird;gas|automatic|convertible|red;1968;2021-04-28
mercedes-benz benz;gas|automatic;1969;2021-04-28
infiniti g35 sedan;6 cylinders|gas|automatic|rwd|sedan;2003;2021-04-28
ford fiesta se;gas|automatic;2011;2021-04-28
pontiac grand am gt 1;good|6 cylinders|gas|manual|fwd|red;2002;2021-04-28
chevrolet silverado 2500hd;gas|automatic|rwd;2017;2021-04-28
nissan titan xd cummins platinum;diesel|automatic|4wd|pickup;2016;2021-04-28
chevrolet corvette stingray spor;gas|automatic|rwd|coupe|orange;2021;2021-04-28
pontiac firebird trans am ws6;gas|automatic|rwd|hatchback|black;1998;2021-04-28
dodge viper rt 10 removable top;gas|manual|rwd|convertible|silver;1999;2021-04-28
cadillac srx;6 cylinders|gas|automatic|rwd|SUV|white;2004;2021-04-28
gmc denali;good|8 cylinders|gas|automatic|4wd;2007;2021-04-28
ford f250 super duty;gas|automatic|4wd;2012;2021-04-28
toyota corolla;4 cylinders|gas|automatic|fwd|sedan;2019;2021-04-28
toyota camry;4 cylinders|gas|automatic|fwd|sedan|red;2012;2021-04-28
kia soul;4 cylinders|gas|automatic|fwd|wagon|white;2018;2021-04-28
toyota tundra double cab;8 cylinders|gas|automatic|pickup;2016;2021-04-28
toyota camry;6 cylinders|gas|automatic|fwd|sedan|custom;2007;2021-04-28
acura tsx;4 cylinders|gas|automatic|fwd|sedan|white;2006;2021-04-28
nissan pathfinder;6 cylinders|gas|automatic|SUV|white;2017;2021-04-28
ford f250 service;8 cylinders|gas|automatic|4wd|white;2011;2021-04-28
toyota corolla le;excellent|4 cylinders|gas|automatic|fwd|sedan;2015;2021-04-28
gmc sierra 1500;excellent|8 cylinders|gas|automatic|4wd|truck|black;2014;2021-04-28
lexus rx350;excellent|6 cylinders|gas|automatic|fwd|SUV;2009;2021-04-28
gmc sierra 1500;8 cylinders|gas|other|4wd|truck|white;2017;2021-04-28
gmc sierra 2500hd denali;excellent|8 cylinders|diesel|automatic|4wd|truck|black;2014;2021-04-28
lincoln mkz;6 cylinders|gas|other|fwd|sedan|white;2015;2021-04-28
ford f-250 super duty xl;good|8 cylinders|diesel|automatic|rwd|pickup|white;2008;2021-04-28
bmw 328i;excellent|6 cylinders|gas|automatic|rwd|sedan;2011;2021-04-28
bmw x5;excellent|6 cylinders|gas|automatic|4wd|SUV;2009;2021-04-28
honda crv ex-l;excellent|4 cylinders|gas|automatic|fwd|SUV;2011;2021-04-28
buick enclave;6 cylinders|gas|automatic|fwd|SUV|white;2014;2021-04-28
chevrolet camaro;6 cylinders|gas|automatic|rwd|other|black;2015;2021-04-28
honda cr v;excellent|4 cylinders|gas|automatic|fwd|SUV|red;2018;2021-04-28
honda cr-v ex-l;excellent|4 cylinders|gas|automatic|4wd|SUV|brown;2015;2021-04-28
chevrolet sonic;4 cylinders|gas|automatic|fwd|hatchback|red;2014;2021-04-28
infiniti qx4;good|6 cylinders|gas|automatic|4wd|SUV|silver;2000;2021-04-28
lexus ct200h hybrid;good|4 cylinders|gas|automatic|fwd|black;2013;2021-04-28
infiniti q50;gas|automatic|rwd|black;2020;2021-04-28
toyota camry;gas|automatic|fwd|silver;2018;2021-04-28
toyota corolla;gas|automatic|fwd|red;2021;2021-04-28
lexus rx;gas|automatic;2011;2021-04-28
ford f150 xl;gas|automatic|green;2008;2021-04-28
ford f250 super duty 4x4;gas|automatic|4wd|silver;2012;2021-04-28
ford f350 super duty;gas|automatic|white;2017;2021-04-28
gmc sierra 2500hd;gas|automatic|red;2015;2021-04-28
mazda mx-5 miata grand touring;good|gas|other|rwd|other;2019;2021-04-28
ford f250 super duty 4x4;gas|automatic|4wd|white;2015;2021-04-28
ford f350 super duty;gas|automatic|white;2012;2021-04-28
ford f250 sd xlt;gas|automatic|4wd|white;2017;2021-04-28
jeep renegade sport suv 4d;good|gas|other|4wd|other|red;2016;2021-04-28
chevrolet express 3500;gas|automatic|white;2008;2021-04-28
jeep grand cherokee laredo sport;good|6 cylinders|other|other|4wd|SUV|silver;2017;2021-04-28
chrysler 200;gas|automatic|black;2016;2021-04-28
nissan nv2500 hd cargo;gas|automatic|white;2017;2021-04-28
ford f250 xl super duty;gas|automatic|grey;2012;2021-04-28
ford econoline commercial;gas|automatic|white;2012;2021-04-28
ford f350 super duty;gas|automatic|white;2012;2021-04-28
nissan nv200;gas|automatic|white;2015;2021-04-28
ford f250 super duty;gas|automatic|4wd|white;2012;2021-04-28
ford freestar ses;gas|automatic|silver;2005;2021-04-28
ford f250 super duty;gas|automatic|white;2012;2021-04-28
ford f-250 super duty;gas|automatic|green;2012;2021-04-28
chevrolet silverado 3500hd;gas|automatic|white;2013;2021-04-28
chevrolet silverado 2500hd;gas|automatic|4wd|white;2017;2021-04-28
chevrolet camaro ss coupe 2d;good|8 cylinders|gas|other|rwd|coupe|white;2017;2021-04-28
ford f150 regular cab xl pickup;good|6 cylinders|gas|other|pickup|black;2016;2021-04-28
chevrolet tahoe lt sport utility;good|8 cylinders|other|other|other|black;2015;2021-04-28
ford e350 van;fair|diesel|automatic|fwd|van|white;2001;2021-04-28
ford crown victoria;gas|automatic;2011;2021-04-28
jaguar xj;6 cylinders|automatic|rwd|sedan|black;2015;2021-04-28
honda civic del sol si;good|4 cylinders|gas|manual|fwd|convertible|red;1995;2021-04-27
gmc terrain;6 cylinders|gas|automatic|fwd|black;2013;2021-04-27
ford f150;8 cylinders|gas|automatic|4wd|white;2017;2021-04-27
jeep wrangler;6 cylinders|gas|automatic|4wd|white;2016;2021-04-27
toyota highlander;excellent|4 cylinders|gas|automatic|fwd|SUV|silver;2007;2021-04-27
ram 3500 big horn;excellent|6 cylinders|diesel|automatic|4wd|truck|black;2018;2021-04-27
ford f-150;gas|automatic;2006;2021-04-27
chevrolet silverado 2500hd;8 cylinders|automatic|rwd|white;2012;2021-04-27
ram 3500;good|6 cylinders|diesel|manual|4wd|truck|white;2001;2021-04-27
hyundai accent;good|4 cylinders|gas|automatic|fwd|hatchback|blue;2010;2021-04-27
jeep wrangler;excellent|gas|automatic|4wd;2009;2021-04-27
ford escape hev;good|4 cylinders|hybrid|automatic|fwd|SUV|white;2008;2021-04-27
honda accord crosstour exl;good|6 cylinders|gas|automatic|fwd|wagon|grey;2010;2021-04-27
fiat 500l lounge;good|4 cylinders|gas|automatic|fwd|hatchback|red;2014;2021-04-27
mercedes-benz e-class;6 cylinders|gas|automatic|sedan|white;2008;2021-04-27
nissan sentra;excellent|gas|automatic|sedan|white;2017;2021-04-27
ford f250 lariat;good|8 cylinders|diesel|automatic|rwd|truck|red;2003;2021-04-27
toyota camry;4 cylinders|gas|automatic|fwd|sedan|green;1996;2021-04-27
ford f-250;diesel|automatic|4wd;2016;2021-04-27
ford f-350;diesel|automatic|4wd;2012;2021-04-27
ford f150;8 cylinders|gas|automatic|4wd|silver;2018;2021-04-27
dodge charger;gas|automatic|grey;2010;2021-04-27
ford f250;8 cylinders|gas|automatic|4wd|white;2018;2021-04-27
volvo s60;gas|automatic;2012;2021-04-27
ford transit t250;6 cylinders|gas|automatic|rwd|white;2016;2021-04-27
gmc 1500 yukon denali xl;gas|automatic;2007;2021-04-27
ford f150;6 cylinders|gas|automatic|4wd|white;2019;2021-04-27
chrysler 300;gas|automatic;2012;2021-04-27
infiniti fx35;gas|automatic;2008;2021-04-27
kia forte ex;gas|automatic;2015;2021-04-27
ford mustang;gas|automatic;2012;2021-04-27
ram 2500 4x4;like new|6 cylinders|diesel|automatic|4wd|truck|white;2014;2021-04-27
ford f550;diesel|other|other|white;2006;2021-04-27
bmw z4;excellent|4 cylinders|gas|automatic|rwd|other|white;2004;2021-04-27
dodge challenger rt plus;like new|8 cylinders|gas|automatic|rwd|coupe|green;2017;2021-04-27
gmc sierra 2500 hd double cab;good|8 cylinders|gas|other|4wd|pickup|black;2016;2021-04-27
gmc sierra 1500 extended cab slt;good|8 cylinders|other|other|pickup;2013;2021-04-27
kia rio;4 cylinders|gas|automatic|fwd|sedan|silver;2008;2021-04-27
chevrolet silverado 2500hd;gas|automatic|4wd|white;2017;2021-04-27
mercedes-benz benz ml 450;excellent|6 cylinders|gas|automatic|4wd|SUV|silver;2015;2021-04-27
gmc 1500 yukon slt;good|8 cylinders|gas|automatic|rwd|SUV|white;2015;2021-04-27
ram 1500 classic regular cab;good|8 cylinders|gas|other|pickup|white;2019;2021-04-27
ram 1500 express;like new|8 cylinders|diesel|automatic|rwd|pickup|silver;2014;2021-04-27
gmc sierra 1500 regular cab;good|6 cylinders|other|other|pickup|white;2015;2021-04-27
buick lesabre;6 cylinders|gas|automatic|fwd|sedan|blue;2000;2021-04-27
acura tl;good|6 cylinders|gas|automatic|fwd|sedan|grey;2008;2021-04-27
ford ranger supercab xl pickup;good|gas|other|pickup|white;2020;2021-04-27
toyota fj cruiser 4x4;good|6 cylinders|gas|automatic|4wd|SUV|yellow;2008;2021-04-27
mazda cx-5;gas|automatic|fwd|brown;2016;2021-04-27
toyota tacoma;gas|automatic|4wd|white;2020;2021-04-27
hyundai elantra;gas|automatic|fwd|white;2016;2021-04-27
buick verano;gas|automatic|fwd|silver;2014;2021-04-27
chevrolet silverado 3500hd;good|8 cylinders|diesel|automatic|4wd|truck|white;2014;2021-04-27
cadillac xt4 sport suv 4d;good|other|other|fwd|hatchback|black;2019;2021-04-27
acura rl;excellent|6 cylinders|gas|automatic|sedan;2002;2021-04-27
chevrolet trailblazer;excellent|6 cylinders|gas|automatic|SUV;2002;2021-04-27
honda civic ex;excellent|4 cylinders|gas|automatic;2003;2021-04-27
chevrolet silverado;excellent|6 cylinders|gas|automatic|rwd|truck|white;2012;2021-04-27
mercedes-benz glk;4 cylinders|diesel|automatic|SUV|white;2015;2021-04-27
hyundai sonata;excellent|4 cylinders|gas|automatic|fwd|sedan|red;2013;2021-04-27
kia optima;good|4 cylinders|gas|automatic|fwd|sedan|white;2015;2021-04-27
cadillac escalade;good|8 cylinders|gas|automatic|rwd|SUV|white;2011;2021-04-27
hyundai sonata;good|4 cylinders|gas|automatic|fwd|sedan|white;2019;2021-04-27
nissan altima;good|4 cylinders|gas|automatic|fwd|sedan|grey;2019;2021-04-27
rover lr4 hse;good|8 cylinders|gas|automatic|4wd|SUV|white;2013;2021-04-26
chevrolet colorado;fair|4 cylinders|gas|automatic|rwd|truck|black;2004;2021-04-26
lexus sc430;excellent|8 cylinders|gas|automatic|rwd|convertible|red;2008;2021-04-26
lincoln town car;good|8 cylinders|gas|other|rwd|sedan;1997;2021-04-26
honda accord sedan;4 cylinders|gas|automatic|fwd|sedan|black;1997;2021-04-26
chevrolet impala;6 cylinders|gas|automatic|fwd|sedan|grey;2008;2021-04-26
honda element ex;good|4 cylinders|gas|automatic|fwd|SUV|red;2005;2021-04-26
nissan pathfinder;excellent|6 cylinders|gas|automatic|rwd|SUV|white;2020;2021-04-26
chevrolet cobalt;4 cylinders|gas|automatic|fwd|sedan;2010;2021-04-26
chevrolet silverado 3500hd;gas|automatic|white;2013;2021-04-26
chevrolet silverado 1500 double;good|6 cylinders|gas|other|4wd|pickup|silver;2016;2021-04-26
jeep grand cherokee;6 cylinders|gas|automatic|rwd|SUV|blue;1999;2021-04-26
jeep cherokee sport;excellent|6 cylinders|gas|automatic|rwd|SUV|white;2001;2021-04-26
mazda cx-5;excellent|4 cylinders|gas|automatic;2016;2021-04-26
chevrolet colorado extended cab;good|gas|other|pickup;2017;2021-04-26
ram 2500 mega cab 4x4;like new|6 cylinders|diesel|automatic|4wd|truck|red;2008;2021-04-26
ram 2500 slt 4x4;like new|6 cylinders|diesel|automatic|4wd|truck|white;2014;2021-04-26
ford edge sel;like new|6 cylinders|gas|automatic|fwd|SUV|blue;2018;2021-04-26
audi a3 tdi premium plus;like new|4 cylinders|diesel|automatic|fwd|sedan|black;2011;2021-04-26
chevrolet silverado 3500 ltz 4x4;like new|8 cylinders|diesel|automatic|4wd|truck|black;2018;2021-04-26
ford f150 lariat fx4 4x4;like new|8 cylinders|gas|automatic|4wd|truck|custom;2017;2021-04-26
chevrolet silverado 2500 hd 4x4;like new|8 cylinders|diesel|automatic|4wd|truck|silver;2007;2021-04-26
ram 3500 slt;like new|6 cylinders|diesel|automatic|rwd|truck|white;2012;2021-04-26
chevrolet silverado 1500 ld;good|other|other|pickup|black;2019;2021-04-26
ford f150 4x4 xlt;like new|8 cylinders|gas|automatic|4wd|truck|blue;2014;2021-04-26
chevrolet cavalier;4 cylinders|gas|automatic|fwd|coupe;2003;2021-04-26
ram 1500laramie 4x4;like new|8 cylinders|gas|automatic|4wd|truck|red;2014;2021-04-26
honda accord coupe;like new|4 cylinders|gas|automatic|fwd|coupe;2010;2021-04-26
gmc yukon xl;excellent|8 cylinders|gas|automatic|4wd|SUV|red;2019;2021-04-26
toyota fj cruiser 4x4;good|6 cylinders|gas|automatic|4wd|SUV|yellow;2008;2021-04-26
toyota tundra double cab pickup;good|8 cylinders|gas|other|4wd|pickup;2013;2021-04-26
mercedes-benz c-class;4 cylinders|gas|automatic|sedan|black;2017;2021-04-26
chevrolet silverado z71 4x4;like new|8 cylinders|gas|automatic|rwd|truck|white;2016;2021-04-26
chevrolet silverado z71 4x4 lt;like new|8 cylinders|gas|automatic|4wd|truck|black;2012;2021-04-26
toyota 4runner sr5premium 4x4;like new|6 cylinders|gas|automatic|4wd|SUV|white;2018;2021-04-26
gmc sierra 1500 double cab sle;good|8 cylinders|gas|other|4wd|pickup|white;2017;2021-04-26
chevrolet silverado 3500 ltz 4x4;like new|8 cylinders|diesel|automatic|4wd|truck|black;2018;2021-04-26
nissan murano;gas|automatic|fwd|black;2019;2021-04-26
nissan maxima;gas|automatic|fwd|blue;2020;2021-04-26
nissan rogue sport;gas|automatic|fwd|silver;2019;2021-04-26
ram 3500;diesel|manual|4wd|white;2018;2021-04-26
chevrolet corvette grand sport;good|8 cylinders|gas|other|rwd|other|red;2011;2021-04-26
lincoln town car;excellent|8 cylinders|gas|automatic|rwd|sedan|grey;1979;2021-04-25
ford escape;6 cylinders|gas|automatic|fwd|white;2002;2021-04-25
chevrolet tahoe;8 cylinders|gas|automatic|4wd|green;1996;2021-04-25
toyota camry;excellent|4 cylinders|gas|automatic|fwd|sedan|blue;2011;2021-04-25
chevrolet malibu;6 cylinders|gas|automatic|fwd|sedan;2008;2021-04-25
ford fusion;4 cylinders|gas|manual|fwd|sedan|red;2010;2021-04-25
hyundai sonata;4 cylinders|gas|automatic|fwd|sedan|blue;2013;2021-04-25
ford f-150;excellent|6 cylinders|gas|automatic|fwd|truck|white;2011;2021-04-25
jeep patriot;4 cylinders|gas|manual|fwd|SUV|white;2013;2021-04-25
toyota camry;4 cylinders|gas|automatic|fwd|sedan|blue;2005;2021-04-25
chrysler 300;8 cylinders|gas|automatic|rwd|sedan|white;2006;2021-04-25
chevrolet impala;6 cylinders|automatic|fwd|sedan|black;2008;2021-04-25
mercedes-benz c-class;6 cylinders|gas|automatic|rwd|sedan|black;2008;2021-04-25
toyota tacoma access cab pickup;good|gas|other|pickup|white;2012;2021-04-25
toyota prius;4 cylinders|automatic|fwd|grey;2007;2021-04-25
nissan xterra;6 cylinders|gas|manual|SUV|silver;2005;2021-04-25
nissan titan;8 cylinders|automatic|rwd|pickup|white;2008;2021-04-25
chevrolet hhr lt;good|4 cylinders|gas|automatic|black;2008;2021-04-25
dodge durango;8 cylinders|gas|automatic|rwd|SUV;2005;2021-04-25
ford f150 supercrew cab xlt;good|6 cylinders|other|automatic|4wd|pickup|red;2017;2021-04-25
chevrolet silverado 1500 crew;good|6 cylinders|gas|automatic|pickup|black;2014;2021-04-25
jeep wrangler sport suv 2d;good|6 cylinders|gas|other|4wd|other|black;2017;2021-04-25
audi a4 ultra premium sedan 4d;good|other|other|fwd|sedan|blue;2017;2021-04-25
chevrolet ss sedan;good|8 cylinders|gas|automatic|rwd|sedan|black;2014;2021-04-25
volvo s60;5 cylinders|gas|automatic|fwd|silver;2009;2021-04-25
hyundai entourage;6 cylinders|gas|automatic|fwd|van|blue;2007;2021-04-25
chevrolet silverado 1500;8 cylinders|automatic|4wd|pickup|white;2016;2021-04-25
gmc sierra;fair|8 cylinders|gas|manual|4wd|truck|white;1984;2021-04-25
mazda sx4 se;like new|4 cylinders|gas|automatic|fwd|sedan|red;2013;2021-04-25
infiniti q60;gas|automatic|blue;2019;2021-04-25
nissan altima;gas|automatic|fwd;2019;2021-04-25
hyundai veloster;gas|automatic|fwd|silver;2017;2021-04-25
hyundai ioniq hybrid;gas|automatic|fwd|black;2019;2021-04-25
jeep wrangler unlimited rubicon;good|6 cylinders|gas|other|4wd|other|red;2017;2021-04-25
chevrolet suburban;8 cylinders|gas|automatic|4wd|SUV|white;2009;2021-04-24
buick lacrosse;6 cylinders|gas|automatic|fwd|sedan|white;2006;2021-04-24
